five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_2,five_p_cleav_compl_2,five_p_cleav_prob,five_p_cleav_ss,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_2,five_p_non_cleav_compl_2,five_p_non_cleav_prob,five_p_non_cleav_ss,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_2,three_p_cleav_compl_2,three_p_cleav_prob,three_p_cleav_ss,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_2,three_p_non_cleav_compl_2,three_p_non_cleav_prob,three_p_non_cleav_ss
"[-3, -4, -3, -4, -3, -4, -5]","[-5, -6, -7, -6, -5, -6]","[1, 2, 3, 4, 3, 2, 1, 2, 1]","[-1, 0, -1, 0, -1, -2]","[0.9999744415577345, 0.9999798411938179, 0.9994933651772653, 0.9994556243820273, 0.9975171423956478, 0.9677370367893168, 0.8258272632922895, -1, -1, -1, 0.5519253919887489, 0.5852540156115772, 0.5950613509431328, -1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[-4, -3, -4, -3, -4, -3, -4, -5]","[-5, -6, -7, -6, -5, -6, -7]","[0, 1, 2, 3, 2, 1, 2, 3]","[0, -1, 0, -1, 0, -1, -2]","[0.9880944511743287, 0.9847762751701739, 0.4995539252235583, -1, 0.9842941744853924, 0.997478454981375, 0.9999744415577345, 0.9999798411938179, 0.9994933651772653, 0.9994556243820273, 0.9975171423956478, 0.9677370367893168, 0.8258272632922895, -1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[-5, -6, -5, -4, -5, -6, -5, -4]","[-6, -7, -6, -7, -6, -7]","[1, 2, 3, 2, 1, 2, 1, 2]","[-2, -1, -2, -3, -2, -1, -2, -3]","[-1, -1, 0.5950613509431328, 0.5852540156115772, 0.5519253919887489, 0.8258272632922895, 0.9677370367893168, 0.9975171423956478, 0.9994556243820273, 0.9994933651772653, 0.9999798411938179, 0.9999744415577345, 0.997478454981375, 0.9842941744853924]","[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-4, -5, -6, -5, -4, -5, -6, -5]","[-7, -6, -7, -6, -7, -6, -7]","[2, 1, 2, 1, 2, 1, 0, 1]","[-3, -2, -1, -2, -3, -2, -1, -2]","[0.9677370367893168, 0.9975171423956478, 0.9994556243820273, 0.9994933651772653, 0.9999798411938179, 0.9999744415577345, 0.997478454981375, 0.9842941744853924, 0.4995539252235583, 0.9847762751701739, 0.9880944511743287, -1, 0.99775221642944, 0.9994657078676659]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"[-13, -14, -13, -14, -13, -14, -15]","[-7, -8, -9, -10]","[3, 4, 5, 4, 5, 6, 7, 6, 7]","[9, 10, 9, 10]","[0.66250615255167, -1, 0.3896096620779992, 0.39162281939011606, 0.3917064814840549, 0.3908665831860121, 0.38612122251098024, -1, -1, -1, -1, -1, -1, -1]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-12, -11, -12, -13, -14, -13, -14, -13]","[-6, -7, -8, -7, -8, -9, -10]","[2, 3, 4, 3, 4, 5, 4, 5]","[7, 8, 9, 10, 9, 10]","[-1, 0.9844349151450207, 0.9871701998490476, 0.9871606717265518, 0.9871323558072256, 0.9803173401035079, 0.66250615255167, -1, 0.3896096620779992, 0.39162281939011606, 0.3917064814840549, 0.3908665831860121, 0.38612122251098024, -1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]","[-13, -12, -11, -12, -13, -14, -13, -12, -13]","[-10, -11, -10, -11, -12]","[8, 7, 6, 7, 6, 7, 8]","[10, 11, 10, 11, 10, 11]","[-1, -1, -1, -1, 0.38612122251098024, 0.3908665831860121, 0.3917064814840549, 0.39162281939011606, 0.3896096620779992, -1, 0.66250615255167, 0.9803173401035079, 0.9871323558072256, 0.9871606717265518]","[0, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]","[-13, -14, -13, -12, -13, -14, -15]","[-10, -11, -10, -11, -12, -13, -14]","[6, 7, 6, 7, 8, 9, 10, 11, 10]","[10, 11, 10, 11, 12, 13]","[0.3917064814840549, 0.39162281939011606, 0.3896096620779992, -1, 0.66250615255167, 0.9803173401035079, 0.9871323558072256, 0.9871606717265518, 0.9871701998490476, 0.9844349151450207, -1, 0.6851249836784414, -1, 0.9961696831112208]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1]"
"[1, 0, -1, 0, -1, 0, -1, 0, 1, 2]","[0, -1, 0]","[1, 2, 1, 2, 3, 4]","[-2, -1, -2, -3, -2]","[-1, 0.8189429143439757, 0.7726828171629782, -1, 0.7913252495716836, 0.9391594419099305, 0.9382065768253824, 0.9268158151958485, -1, -1, -1, -1, -1, -1]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, -1, 0, -1, 0, -1]","[2, 1, 2, 1, 0, -1, 0]","[-2, -1, 0, -1, 0, 1, 2, 1]","[-1, -2, -1, -2, -3, -2]","[-1, 0.9930852818038924, 0.9996220913209655, 0.9999825525130382, 0.9998225833629616, 0.9234111736067218, -1, 0.8189429143439757, 0.7726828171629782, -1, 0.7913252495716836, 0.9391594419099305, 0.9382065768253824, 0.9268158151958485]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[2, 3, 2, 3, 4, 3]","[0, -1, 0, 1, 0, 1]","[5, 4, 5, 4, 3, 4, 3, 2, 3, 2]","[-2, -3, -2, -1]","[-1, -1, -1, -1, 0.9268158151958485, 0.9382065768253824, 0.9391594419099305, 0.7913252495716836, -1, 0.7726828171629782, 0.8189429143439757, -1, 0.9234111736067218, 0.9998225833629616]","[0, 0, 0, 0, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1]","[3, 2, 3, 4, 3, 2, 3, 2, 1]","[-1, 0, 1, 0, 1, 2]","[4, 3, 2, 3, 2, 1, 0]","[-3, -2, -1, 0, -1, 0, 1]","[0.9391594419099305, 0.7913252495716836, -1, 0.7726828171629782, 0.8189429143439757, -1, 0.9234111736067218, 0.9998225833629616, 0.9999825525130382, 0.9996220913209655, 0.9930852818038924, -1, 0.9779086556006021, 0.9999343221458525]","[-1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1]"
"[-5, -4, -5, -4, -5, -4, -3]","[-4, -5, -4, -5, -6]","[-1, 0, -1, 0, 1, 0, 1, 0, 1]","[1, 0, 1, 2]","[0.7644553941535835, 0.8071763394106553, -1, 0.9907827706019395, 0.9985475995302577, 0.932276966727025, 0.7601779398083188, 0.5858632714723799, -1, -1, -1, -1, -1, -1]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[-4, -5, -4, -5, -4, -5]","[-4, -5, -4, -5, -4, -5, -6]","[0, 1, 0, -1, -2, -1, 0, -1, 0, 1]","[0, 1, 0, 1, 2]","[0.9990813673119584, 0.9989028500231468, 0.9968551061729927, -1, -1, -1, 0.7644553941535835, 0.8071763394106553, -1, 0.9907827706019395, 0.9985475995302577, 0.932276966727025, 0.7601779398083188, 0.5858632714723799]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[-3, -4, -5, -6, -5, -6]","[-6, -7, -8, -7]","[1, 0, -1, -2, -1, 0, 1, 0, 1, 0]","[2, 3, 4, 3, 4]","[-1, -1, -1, -1, 0.5858632714723799, 0.7601779398083188, 0.932276966727025, 0.9985475995302577, 0.9907827706019395, -1, 0.8071763394106553, 0.7644553941535835, -1, -1]","[0, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0]","[-6, -5, -6, -5, -6, -7]","[-6, -7, -8, -7, -8, -9]","[-2, -1, 0, 1, 0, 1, 0, -1, 0, 1]","[4, 3, 4, 3, 4, 3]","[0.932276966727025, 0.9985475995302577, 0.9907827706019395, -1, 0.8071763394106553, 0.7644553941535835, -1, -1, -1, 0.9968551061729927, 0.9989028500231468, 0.9990813673119584, 0.9984156381158656, 0.9991520624185602]","[-1, -1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1]"
"[4, 3, 4, 5, 6, 7, 6, 5, 4, 5, 6]","[-6, -5, -6, -5, -4]","[5, 4, 5, 4, 3]","[-7, -6, -7, -8, -9, -8]","[0.999951325904605, 0.9992197763479912, 0.9787077289040615, -1, 0.8522298642968859, 0.9912598008690633, 0.9958756560334425, 0.9896986169167775, 0.8324290923057526, -1, 0.513809608548546, -1, -1, -1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[2, 3, 4, 3, 4, 3, 4, 5, 6]","[-7, -6, -5, -6, -5, -4]","[5, 4, 5, 4, 5, 4, 3]","[-5, -6, -7, -6, -7, -6, -7, -8]","[0.9988572225713251, 0.9971658005607352, 0.9811451242660194, -1, 0.9952444213500323, 0.9996352619874809, 0.999951325904605, 0.9992197763479912, 0.9787077289040615, -1, 0.8522298642968859, 0.9912598008690633, 0.9958756560334425, 0.9896986169167775]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[5, 6, 5, 4, 5, 6, 7, 6, 5, 6]","[-4, -5, -4, -3, -2, -3]","[3, 4, 3, 2, 1, 2]","[-8, -9, -10, -9, -10]","[-1, -1, -1, 0.513809608548546, -1, 0.8324290923057526, 0.9896986169167775, 0.9958756560334425, 0.9912598008690633, 0.8522298642968859, -1, 0.9787077289040615, 0.9992197763479912, 0.999951325904605]","[0, 0, 0, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1]","[5, 6, 7, 6, 5, 6, 7, 8]","[-4, -3, -2, -3, -2, -3, -2, -1]","[3, 2, 1, 2, 1, 2, 1, 0]","[-8, -9, -10, -9, -10, -11]","[0.9896986169167775, 0.9958756560334425, 0.9912598008690633, 0.8522298642968859, -1, 0.9787077289040615, 0.9992197763479912, 0.999951325904605, 0.9996352619874809, 0.9952444213500323, -1, 0.9811451242660194, 0.9971658005607352, 0.9988572225713251]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"[-6, -7, -6, -5, -6, -7, -8, -7, -8]","[1, 0, 1, 2, 1]","[-2, -1, -2, -3, -2, -3, -2]","[3, 4, 3, 4, 3]","[0.9998310687970665, 0.9993122899400017, 0.999569374297665, 0.9644604056754318, -1, 0.830445754322443, 0.8263177701541856, 0.662653387791501, 0.4892307585730269, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[-4, -5, -6, -7, -6, -5, -6]","[2, 1, 0, 1, 0, 1, 2, 1]","[-2, -3, -2, -1, -2, -1, -2, -3, -2]","[3, 2, 3, 4, 3, 4]","[0.6204260553745966, 0.9867133003745766, 0.9903592391830238, -1, 0.9764759994150943, 0.9997864512115012, 0.9998310687970665, 0.9993122899400017, 0.999569374297665, 0.9644604056754318, -1, 0.830445754322443, 0.8263177701541856, 0.662653387791501]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[-9, -10, -11, -10, -9, -10, -9]","[1, 0, -1, 0, -1, -2]","[-2, -3, -4, -5, -4, -5, -4, -3, -2]","[3, 4, 3, 2, 3, 2]","[-1, -1, -1, 0.4892307585730269, 0.662653387791501, 0.8263177701541856, 0.830445754322443, -1, 0.9644604056754318, 0.999569374297665, 0.9993122899400017, 0.9998310687970665, 0.9997864512115012, 0.9764759994150943]","[0, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]","[-10, -11, -10, -9, -10, -9, -8, -9, -10, -9]","[0, -1, -2, -3, -4]","[-5, -4, -3, -2, -3, -4]","[3, 4, 3, 2, 3, 2, 3, 2, 1]","[0.830445754322443, -1, 0.9644604056754318, 0.999569374297665, 0.9993122899400017, 0.9998310687970665, 0.9997864512115012, 0.9764759994150943, -1, 0.9903592391830238, 0.9867133003745766, 0.6204260553745966, 0.9362360622805508, 0.9967662919612936]","[-1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]"
"[1, 2, 3, 4, 3, 4, 5]","[3, 4, 5, 6, 5, 6]","[-7, -8, -9, -10, -9, -8, -7, -6, -7]","[-1, -2, -3, -4, -3, -4, -5]","[0.9989509472645148, 0.997954009253174, 0.9971759404219063, 0.9982024642448574, 0.9981090048926059, 0.9962026066333363, 0.9672427973390427, 0.4700160443489655, 0.5327815087361991, 0.3500408444036428, -1, -1, -1, 0.3500408444036428]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1]","[0, 1, 2, 3, 4, 3, 4]","[2, 3, 2, 3, 2, 3, 4, 5, 6]","[-4, -5, -6, -7, -6, -7, -8, -9, -10]","[0, -1, -2, -3, -4, -3, -4]","[0.9994125438806458, 0.999343811467149, 0.99808738013051, 0.998839907699475, 0.9999630722827915, 0.999380312562743, 0.9989509472645148, 0.997954009253174, 0.9971759404219063, 0.9982024642448574, 0.9981090048926059, 0.9962026066333363, 0.9672427973390427, 0.4700160443489655]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[5, 4, 5, 6, 7, 8, 9, 8]","[5, 6, 7, 6, 7, 8, 9]","[-6, -7, -8, -7, -6, -7, -8, -9]","[-5, -4, -5, -6, -7, -8, -7]","[0.3500408444036428, 0.5327815087361991, 0.4700160443489655, -1, -1, 0.9672427973390427, 0.9962026066333363, 0.9981090048926059, 0.9982024642448574, 0.9971759404219063, 0.997954009253174, 0.9989509472645148, 0.999380312562743, 0.9999630722827915]","[-1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[5, 6, 7, 8, 9, 8, 9, 8, 9, 8, 7]","[6, 7, 8, 9, 10]","[-6, -7, -8, -9, -10]","[-4, -5, -6, -7, -8, -7, -8, -9, -10, -9, -8]","[0.9962026066333363, 0.9981090048926059, 0.9982024642448574, 0.9971759404219063, 0.997954009253174, 0.9989509472645148, 0.999380312562743, 0.9999630722827915, 0.998839907699475, 0.99808738013051, 0.999343811467149, 0.9994125438806458, 0.9999766542965408, 0.999991425250493]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[-9, -8, -7, -6, -7, -8, -7]","[-2, -1, -2, -3, -2, -1]","[3, 4, 3, 4, 3, 2, 1, 2, 3]","[5, 4, 3, 2, 3, 2]","[-1, 0.9763183380256311, 0.9933133451466996, 0.9977903774310142, 0.9999359349695233, 0.999636168039708, 0.9973111453954882, -1, 0.44811703235753936, 0.4533935970292424, 0.4267550122408092, 0.32519739941440506, -1, -1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[-8, -9, -8, -7, -8, -9, -8, -7, -6, -7, -8]","[-2, -1, -2]","[2, 3, 4, 3, 4]","[3, 4, 3, 4, 5, 4, 3, 2, 3]","[-1, 0.47306088374962735, -1, 0.7977910773047097, 0.9800811923701639, 0.9799686535606071, -1, 0.9763183380256311, 0.9933133451466996, 0.9977903774310142, 0.9999359349695233, 0.999636168039708, 0.9973111453954882, -1]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-7, -6, -5, -4, -3, -4, -5, -4]","[-1, 0, -1, 0, 1, 2, 1, 0]","[3, 2, 3, 2, 1, 0, 1, 2]","[2, 1, 0, -1, 0, -1]","[-1, -1, 0.32519739941440506, 0.4267550122408092, 0.4533935970292424, 0.44811703235753936, 0.9973111453954882, 0.999636168039708, 0.9999359349695233, 0.9977903774310142, 0.9933133451466996, 0.9763183380256311, 0.9799686535606071, 0.9800811923701639]","[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-4, -5, -4, -3]","[0, -1, 0, 1, 2, 1, 0, 1, 0, -1]","[2, 3, 2, 1, 0, 1, 2, 1, 2, 3, 2, 3]","[-1, 0, -1]","[0.9973111453954882, 0.999636168039708, 0.9999359349695233, 0.9977903774310142, 0.9933133451466996, 0.9763183380256311, 0.9799686535606071, 0.9800811923701639, 0.7977910773047097, -1, -1, 0.47306088374962735, -1, 0.9968071278496731]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1]"
"[1, 2, 1, 2, 3, 2, 3, 2, 1, 2]","[3, 2]","[-3, -2, -1, -2, -3, -4]","[-2, -3, -2, -3, -2, -3]","[0.9995067221705608, 0.999905886377569, 0.971632160112098, -1, 0.9978819719005331, 0.9988456610841884, 0.8772590151370248, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[2, 1, 2, 1, 2, 1, 2, 3, 2, 3]","[4, 5, 4, 3, 2]","[-4, -5, -4, -3, -2, -1]","[-3, -2, -3, -2, -3, -2, -3, -2, -3]","[0.9972239661106544, 0.9993272454871994, 0.9991867132989769, 0.9999790750918965, 0.999991249155383, 0.9999765024442528, 0.9995067221705608, 0.999905886377569, 0.971632160112098, -1, 0.9978819719005331, 0.9988456610841884, 0.8772590151370248, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[2, 1, 2, 1, 2, 1, 0]","[2, 3, 2, 3, 2, 3]","[-4, -5, -6, -7, -8, -7, -8, -7, -8]","[-3, -2, -1, 0]","[-1, -1, -1, -1, -1, 0.8772590151370248, 0.9988456610841884, 0.9978819719005331, -1, 0.971632160112098, 0.999905886377569, 0.9995067221705608, 0.9999765024442528, 0.999991249155383]","[0, 0, 0, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1]","[2, 1, 2, 1, 0, 1, 0]","[3, 2, 3, 2, 3, 2, 3, 2]","[-8, -7, -8, -7, -8, -7, -8, -7, -6]","[-3, -2, -1, 0, -1, 0]","[0.9988456610841884, 0.9978819719005331, -1, 0.971632160112098, 0.999905886377569, 0.9995067221705608, 0.9999765024442528, 0.999991249155383, 0.9999790750918965, 0.9991867132989769, 0.9993272454871994, 0.9972239661106544, -1, 0.99566278123613]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"[-5, -6, -7, -8, -7, -6, -7, -8, -7, -8, -7, -6, -7, -8]",[-8],"[3, 2]","[-3, -2, -1, 0, -1, -2, -1]","[-1, 0.9897242139083461, 0.9926886295449169, 0.9936153934434164, 0.9923702336926173, 0.9897501026422548, 0.9858679541704467, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-4, -5, -6, -7, -6, -5, -6, -7, -8, -7, -6, -7, -8]","[-7, -8]","[4, 3, 2]","[-2, -1, -2, -1, -2, -3, -2, -1, 0, -1, -2, -1]","[0.9999384350465148, 0.9958177274903808, 0.9917478071317951, 0.999469235114233, 0.9975581652875619, 0.9287578469791652, -1, 0.9897242139083461, 0.9926886295449169, 0.9936153934434164, 0.9923702336926173, 0.9897501026422548, 0.9858679541704467, -1]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-7, -8, -9, -8, -9]","[-8, -9, -8, -7, -8, -9, -10, -9, -8]","[2, 3, 4, 3, 2, 3, 4, 5, 6, 5, 4]",[-1],"[-1, -1, -1, -1, -1, 0.9858679541704467, 0.9897501026422548, 0.9923702336926173, 0.9936153934434164, 0.9926886295449169, 0.9897242139083461, -1, 0.9287578469791652, 0.9975581652875619]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1]","[-9, -10, -9, -10]","[-9, -8, -7, -8, -9, -10, -9, -8, -9, -10, -11]","[4, 3, 2, 3, 4, 5, 6, 5, 4, 5, 4, 5]","[-1, -2, -3, -4]","[0.9897501026422548, 0.9923702336926173, 0.9936153934434164, 0.9926886295449169, 0.9897242139083461, -1, 0.9287578469791652, 0.9975581652875619, 0.999469235114233, 0.9917478071317951, 0.9958177274903808, 0.9999384350465148, 0.9840755708475274, 0.9700591266875013]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"[-3, -4, -5, -6, -7]","[1, 2, 3, 4, 5, 6, 7]","[-4, -5, -6, -7, -8, -9, -8, -7, -8, -9, -10]","[3, 2, 3, 4]","[0.9980322880517492, 0.9976374533305646, 0.9989289390640147, 0.9999498886242533, 0.9989210782772765, 0.9970879696005255, 0.9972444271338308, 0.9916906388119111, -1, -1, 0.36554028844492736, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[-4, -3, -4, -3, -4, -3, -4, -5, -6]","[0, 1, 2, 3, 4, 5, 6]","[-3, -4, -5, -6, -7, -8, -9]","[4, 3, 4, 3, 4, 3, 2, 3, 4]","[0.9994892472147041, 0.9994026683117138, 0.9999658594954489, 0.9996976834998531, 0.9999652205883383, 0.999458882746877, 0.9980322880517492, 0.9976374533305646, 0.9989289390640147, 0.9999498886242533, 0.9989210782772765, 0.9970879696005255, 0.9972444271338308, 0.9916906388119111]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-5, -6, -5, -4, -3, -2, -1, 0, 1]","[7, 6, 5, 4]","[-10, -11, -12, -13, -12, -11, -12]","[4, 3, 2, 1, 0, -1, -2]","[-1, -1, -1, 0.36554028844492736, -1, -1, 0.9916906388119111, 0.9972444271338308, 0.9970879696005255, 0.9989210782772765, 0.9999498886242533, 0.9989289390640147, 0.9976374533305646, 0.9980322880517492]","[0, 0, 0, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]","[-4, -3, -2, -1, 0, 1, 2]","[7, 6, 5, 4, 5, 4, 5, 4, 5]","[-13, -12, -11, -12, -13, -12, -13, -12, -13]","[3, 2, 1, 0, -1, -2, -3]","[0.9916906388119111, 0.9972444271338308, 0.9970879696005255, 0.9989210782772765, 0.9999498886242533, 0.9989289390640147, 0.9976374533305646, 0.9980322880517492, 0.999458882746877, 0.9999652205883383, 0.9996976834998531, 0.9999658594954489, 0.9994026683117138, 0.9994892472147041]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[-2, -3, -2, -3, -4, -5]","[0, 1, 0, -1, -2, -1]","[0, -1, 0, 1, 2, 1, 0, -1, -2, -1]","[2, 3, 2, 3]","[0.9995843672424046, 0.9999802153754074, 0.9999800863655437, 0.9995113279489465, 0.999980552597683, 0.9999817056978073, 0.999872585900102, 0.881799173131986, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, -1, -2, -3, -2, -3]","[2, 1, 2, 1, 0, 1, 0, -1, -2, -1]","[-2, -1, -2, -1, 0, -1, 0, 1, 2, 1]","[0, 1, 2, 3, 2, 3]","[0.9999664434196006, 0.9996983030352974, 0.9999854940309432, 0.999957018968597, 0.9999570216580232, 0.9999804142974685, 0.9995843672424046, 0.9999802153754074, 0.9999800863655437, 0.9995113279489465, 0.999980552597683, 0.9999817056978073, 0.999872585900102, 0.881799173131986]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-4, -5, -4, -3, -4, -5, -6, -5]","[-1, -2, -1, -2, -3]","[0, -1, -2, -1, 0, -1, 0, 1]","[3, 2, 3, 4, 5, 4]","[-1, -1, -1, -1, -1, 0.881799173131986, 0.999872585900102, 0.9999817056978073, 0.999980552597683, 0.9995113279489465, 0.9999800863655437, 0.9999802153754074, 0.9995843672424046, 0.9999804142974685]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-3, -4, -5, -6, -5, -6, -7, -6, -7, -6]","[-1, -2, -1, -2, -3, -4]","[-1, 0, -1, 0, 1, 2]","[2, 3, 4, 5, 4, 5, 6, 5, 6, 5]","[0.999872585900102, 0.9999817056978073, 0.999980552597683, 0.9995113279489465, 0.9999800863655437, 0.9999802153754074, 0.9995843672424046, 0.9999804142974685, 0.9999570216580232, 0.999957018968597, 0.9999854940309432, 0.9996983030352974, 0.9999664434196006, 0.999742790821851]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[-2, -3, -2, -3, -4, -3, -2, -1]","[0, 1, 0, -1, -2, -1]","[0, -1, 0, 1, 2, 1, 0, 1]","[2, 3, 2, 3]","[0.9995843672420659, 0.9999802153661851, 0.9999800858578597, 0.9995112130045707, 0.9999789700759542, 0.9968641231261111, 0.993475759639119, 0.7105344968501126, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, -1, -2, -3, -2, -3]","[2, 1, 2, 1, 0, 1, 0, -1, -2, -1]","[-2, -1, -2, -1, 0, -1, 0, 1, 2, 1]","[0, 1, 2, 3, 2, 3]","[0.9999664434196004, 0.9996983030352974, 0.9999854940309432, 0.9999570189685966, 0.9999570216580228, 0.9999804142974669, 0.9995843672420659, 0.9999802153661851, 0.9999800858578597, 0.9995112130045707, 0.9999789700759542, 0.9968641231261111, 0.993475759639119, 0.7105344968501126]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-4, -3, -2, -1, 0, -1, -2, -3, -2]","[-1, -2, -1, -2, -3]","[0, 1, 2, 3, 2, 3, 4]","[3, 2, 3, 4, 5, 4]","[-1, -1, -1, -1, -1, 0.7105344968501126, 0.993475759639119, 0.9968641231261111, 0.9999789700759542, 0.9995112130045707, 0.9999800858578597, 0.9999802153661851, 0.9995843672420659, 0.9999804142974669]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, -1, -2, -3, -2, -3, -4, -3, -4, -3]","[-1, -2, -1, -2, -3, -4]","[2, 3, 2, 3, 4, 5]","[2, 3, 4, 5, 4, 5, 6, 5, 6, 5]","[0.993475759639119, 0.9968641231261111, 0.9999789700759542, 0.9995112130045707, 0.9999800858578597, 0.9999802153661851, 0.9995843672420659, 0.9999804142974669, 0.9999570216580228, 0.9999570189685966, 0.9999854940309432, 0.9996983030352974, 0.9999664434196004, 0.9997427908218507]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
